종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"061040","알에프텍 ","5320","-80","-1.48",,,,,"5636","0.94","0","0.00"
"148250","알엔투테크놀로지 ","11750","100","0.86","565","20.80",,,"5008","2.35","50","0.43"
"347860","알체라 ","24600","50","0.20",,,,,"2070","11.88","0","0.00"
"196170","알테오젠 ","57800","2800","5.09",,,,,"4637","12.46","0","0.00"
"123750","알톤스포츠 ","4750","-85","-1.76","441","10.77",,,"1690","2.81","0","0.00"
"085810","알티캐스트 ","1965","-25","-1.26",,,,,"2476","0.79","0","0.00"
"117670","알파홀딩스 ","2805","-55","-1.92",,,,,"3730","0.75","0","0.00"
"291650","압타머사이언스 ","12100","-50","-0.41",,,,,"3942","3.07","0","0.00"
"293780","압타바이오 ","23400","250","1.08",,,,,"3250","7.20","0","0.00"
"018250","애경산업 ","18900","-200","-1.05","437","43.25","1170","16.15","12610","1.50","200","1.06"
"161000","애경케미칼 ","10050","-100","-0.99","1407","7.14",,,"12313","0.82","350","3.48"
"196300","애니젠 ","10650","-50","-0.47",,,,,"2441","4.36","0","0.00"
"310200","애니플러스 ","4500","-25","-0.55",,,"259","17.41","603","7.46","0","0.00"
"179530","애드바이오텍 ","4920","-80","-1.60",,,,,"1227","4.01","0","0.00"
"205500","액션스퀘어 ","3500","-40","-1.13",,,,,"445","7.87","0","0.00"
"052790","액토즈소프트 ","11850","150","1.28","1428","8.30",,,"13355","0.89","0","0.00"
"290740","액트로 ","7890","-200","-2.47","208","37.93",,,"7419","1.06","200","2.53"
"238090","앤디포스 ","7880","-50","-0.63","401","19.65",,,"6052","1.30","0","0.00"
"092600","앤씨앤 ","3460","-10","-0.29",,,,,"1284","2.69","0","0.00"
"129890","앱코 ","16200","-50","-0.31","2419","6.70",,,"8225","1.97","0","0.00"
"174900","앱클론 ","13050","50","0.38",,,,,"1920","6.80","0","0.00"
"255440","야스 ","12250","-50","-0.41","899","13.63",,,"12281","1.00","100","0.82"
"060230","얍엑스 ","1120","-15","-1.32",,,,,"759","1.48","0","0.00"
"030960","양지사 ","8960","10","0.11","96","93.33",,,"11857","0.76","50","0.56"
"102120","어보브반도체 ","11850","-50","-0.42","850","13.94",,,"5804","2.04","240","2.03"
"238120","얼라인드 ","8050","40","0.50","90","89.44",,,"2985","2.70","0","0.00"
"019990","에너토크 ","14150","-50","-0.35","47","301.06",,,"4162","3.40","50","0.35"
"011090","에넥스 ","1645","0","0.00",,,,,"754","2.18","0","0.00"
"136510","에디슨EV ","23700","-250","-1.04",,,,,"746","31.77","0","0.00"
"270660","에브리봇 ","40050","350","0.88",,,,,"3245","12.34","0","0.00"
"038680","에스넷 ","6990","60","0.87","249","28.07",,,"4568","1.53","80","1.14"
"137310","에스디바이오센서 ","55100","1500","2.80","6597","8.35","7592","7.26","8016","6.87","535","0.97"
"217480","에스디생명공학 ","3130","-25","-0.79",,,,,"3656","0.86","0","0.00"
"121890","에스디시스템 ","739","0","0.00",,,,,"646","1.14","0","0.00"
"097780","에스맥 ","3180","-30","-0.93","625","5.09",,,"5545","0.57","0","0.00"
"042110","에스씨디 ","2070","50","2.48","78","26.54",,,"2140","0.97","20","0.97"
"298060","에스씨엠생명과학 ","14450","0","0.00",,,,,"5312","2.72","0","0.00"
"065420","에스아이리소스 ","639","0","0.00","18","35.50",,,"203","3.15","0","0.00"
"103230","에스앤더블류 ","2505","0","0.00","87","28.79",,,"5522","0.45","0","0.00"
"260970","에스앤디 ","17600","-50","-0.28","2424","7.26","2131","8.26","11134","1.58","100","0.57"
"101490","에스앤에스텍 ","28600","-300","-1.04","556","51.44",,,"7667","3.73","80","0.28"
"095910","에스에너지 ","3895","65","1.70",,,,,"6111","0.64","50","1.28"
"275630","에스에스알 ","5810","110","1.93",,,,,"3993","1.46","0","0.00"
"031330","에스에이엠티 ","4020","10","0.25","440","9.14",,,"2546","1.58","150","3.73"
"060540","에스에이티 ","3090","20","0.65","147","21.02",,,"3301","0.94","50","1.62"
"351320","에스에이티이엔지 ","4590","-60","-1.29",,,,,,,"0","0.00"
"056190","에스에프에이 ","38750","-150","-0.39","3176","12.20","4233","9.15","28838","1.34","950","2.45"
"080000","에스엔유 ","3220","-5","-0.16","145","22.21",,,"3508","0.92","0","0.00"
"005850","에스엘 ","23500","-250","-1.05","1420","16.55","3298","7.13","29241","0.80","500","2.13"
"214310","에스엘바이오닉스 ","3120","-60","-1.89",,,,,"9685","0.32","0","0.00"
"041510","에스엠 ","74100","-600","-0.80",,,"2800","26.47","18412","4.02","0","0.00"
"007820","에스엠코어 ","6310","-80","-1.25",,,,,"3483","1.81","70","1.11"
"109610","에스와이 ","3705","40","1.09",,,,,"3129","1.18","0","0.00"
"012750","에스원 ","70500","-100","-0.14","4203","16.77","4236","16.64","36426","1.94","2500","3.55"
"306040","에스제이그룹 ","22650","-350","-1.52","1590","14.25","3095","7.32","8367","2.71","140","0.62"
"408920","에스케이증권7호스팩 ","2135","5","0.23",,,,,,,"0","0.00"
"096630","에스코넥 ","1600","20","1.27",,,,,"720","2.22","0","0.00"
"069510","에스텍 ","7650","-20","-0.26","1449","5.28",,,"14391","0.53","400","5.23"
"041910","에스텍파마 ","9030","-70","-0.77","938","9.63",,,"9362","0.96","100","1.11"
"234300","에스트래픽 ","4115","-35","-0.84",,,,,"1227","3.35","0","0.00"
"039440","에스티아이 ","17550","-400","-2.23","726","24.17","2339","7.50","10934","1.61","150","0.85"
"098660","에스티오 ","2370","0","0.00",,,,,"2434","0.97","110","4.64"
"052020","에스티큐브 ","5200","235","4.73",,,,,"1136","4.58","0","0.00"
"237690","에스티팜 ","99400","1400","1.43",,,"1155","86.04","15830","6.28","0","0.00"
"050760","에스폴리텍 ","3200","-40","-1.23","499","6.41",,,"3798","0.84","50","1.56"
"288620","에스퓨얼셀 ","24100","0","0.00","282","85.46",,,"9859","2.44","100","0.41"
"317830","에스피시스템스 ","8020","-100","-1.23","40","200.50",,,"3769","2.13","0","0.00"
"058610","에스피지 ","11400","-50","-0.44","670","17.01","1281","8.90","6935","1.64","150","1.32"
"043340","에쎈테크 ","1175","-5","-0.42",,,,,"379","3.10","0","0.00"
"023960","에쓰씨엔지니어링 ","2495","-20","-0.80",,,,,"786","3.17","0","0.00"
"298690","에어부산 ","2250","-50","-2.17",,,,,"1051","2.14","0","0.00"
"187660","에이디엠코리아 ","6080","-140","-2.25","219","27.76",,,"834","7.29","0","0.00"
"054630","에이디칩스 ","372","-1","-0.27",,,,,"460","0.81","0","0.00"
"200710","에이디테크놀로지 ","18300","0","0.00","284","64.44",,,"11032","1.66","70","0.38"
"096690","에이루트 ","520","2","0.39",,,,,"1420","0.37","0","0.00"
"078520","에이블씨엔씨 ","6350","-160","-2.46",,,,,"5784","1.10","0","0.00"
"298380","에이비엘바이오 ","28100","500","1.81",,,,,"1960","14.34","0","0.00"
"203400","에이비온 ","9670","20","0.21",,,,,,,"0","0.00"
"195990","에이비프로바이오 ","756","16","2.16",,,,,"553","1.37","0","0.00"
"003800","에이스침대 ","43850","-600","-1.35","4811","9.11",,,"45711","0.96","1100","2.51"
"088800","에이스테크 ","10850","0","0.00",,,,,"1567","6.92","0","0.00"
"241840","에이스토리 ","32700","-250","-0.76",,,,,"3296","9.92","0","0.00"
"312610","에이에프더블류 ","5780","-20","-0.34","81","71.36",,,"3635","1.59","0","0.00"
"015260","에이엔피 ","2235","60","2.76",,,,,"1864","1.20","0","0.00"
"072990","에이치시티 ","14100","-150","-1.05","1499","9.41","1633","8.63","8261","1.71","50","0.35"
"227100","에이치앤비디자인 ","7040","-70","-0.98",,,,,"899","7.83","0","0.00"
"176440","에이치엔티 ","1920","0","0.00",,,,,"323","5.94","0","0.00"
"043220","에이치엘비파워 ","1520","10","0.66","7","217.14",,,"448","3.39","0","0.00"
"239610","에이치엘사이언스 ","28250","-350","-1.22","3735","7.56",,,"17778","1.59","400","1.42"
"353070","에이치엠씨제4호스팩 ","2090","-5","-0.24",,,,,,,"0","0.00"
"353060","에이치엠씨제5호스팩 ","2120","5","0.24",,,,,,,"0","0.00"
"044780","에이치케이 ","2130","-20","-0.93","67","31.79",,,"2696","0.79","0","0.00"
"357230","에이치피오 ","12350","50","0.41","1070","11.54","1177","10.49","3626","3.41","0","0.00"
"071670","에이테크솔루션 ","13450","100","0.75","285","47.19",,,"7188","1.87","0","0.00"
"045660","에이텍 ","12950","-1250","-8.80","1075","12.05",,,"10076","1.29","200","1.54"
"224110","에이텍티앤 ","12350","-1050","-7.84","497","24.85",,,"9333","1.32","100","0.81"
"230980","에이트원 ","1390","-10","-0.71",,,,,"469","2.96","0","0.00"
"021080","에이티넘인베스트 ","4980","-50","-0.99","305","16.33",,,"1915","2.60","100","2.01"
"089530","에이티세미콘 ","1210","-45","-3.59",,,,,"2403","0.50","0","0.00"
"200470","에이팩트 ","5060","-80","-1.56","379","13.35",,,"3831","1.32","0","0.00"
"262260","에이프로 ","17100","-600","-3.39","81","211.11","700","24.42","4244","4.03","0","0.00"
"109960","에이프로젠 H&G ","581","-10","-1.69","62","9.37",,,"1297","0.45","0","0.00"
"007460","에이프로젠 MED ","1400","-10","-0.71",,,,,"1744","0.80","0","0.00"
"003060","에이프로젠제약 ","753","-5","-0.66","35","21.51",,,"1268","0.59","0","0.00"
"244920","에이플러스에셋 ","7580","-150","-1.94","1032","7.34","994","7.62","4163","1.82","350","4.62"
"089970","에이피티씨 ","19250","-350","-1.79","1112","17.31",,,"3805","5.06","500","2.60"
"230240","에치에프알 ","28400","-50","-0.18",,,"2646","10.73","5742","4.95","0","0.00"
"230360","에코마케팅 ","16100","-400","-2.42","1635","9.85","1449","11.11","4452","3.62","930","5.78"
"038870","에코바이오 ","6490","20","0.31","467","13.90",,,"5751","1.13","0","0.00"
"128540","에코캡 ","8380","-140","-1.64",,,,,"3820","2.19","0","0.00"
"086520","에코프로 ","89900","-1900","-2.07","1075","83.63","4969","18.09","14722","6.11","300","0.33"
"247540","에코프로비엠 ","369100","-12300","-3.22","2256","163.61","8118","45.46","21088","17.50","450","0.12"
"383310","에코프로에이치엔 ","53600","-1100","-2.01",,,,,,,"0","0.00"
"038110","에코플라스틱 ","2515","-25","-0.98",,,,,"3667","0.69","30","1.19"
"073540","에프알텍 ","2920","-50","-1.68",,,,,"2415","1.21","0","0.00"
"064850","에프앤가이드 ","8690","-100","-1.14","461","18.85",,,"4087","2.13","100","1.15"
"064090","에프앤리퍼블릭 ","2565","5","0.20",,,,,"920","2.79","0","0.00"
"036810","에프에스티 ","20350","150","0.74","1026","19.83",,,"6473","3.14","100","0.49"
"173940","에프엔씨엔터 ","9000","0","0.00",,,"270","33.36","4092","2.20","0","0.00"
"083500","에프엔에스테크 ","9900","10","0.10","1062","9.32",,,"6802","1.46","200","2.02"
"054940","엑사이엔씨 ","1190","-20","-1.65",,,,,"1782","0.67","0","0.00"
"205100","엑셈 ","3840","-25","-0.65","248","15.48",,,"2200","1.75","0","0.00"
"070300","엑스큐어 ","3780","-20","-0.53",,,,,"3033","1.25","0","0.00"
"092870","엑시콘 ","12400","-250","-1.98","1253","9.90",,,"9128","1.36","50","0.40"
"317870","엔바이오니아 ","12900","-100","-0.77",,,,,"2644","4.88","0","0.00"
"067570","엔브이에이치코리아 ","3850","10","0.26",,,,,"4756","0.81","75","1.95"
"236810","엔비티 ","18050","200","1.12","345","52.32",,,"2571","7.02","0","0.00"
"333620","엔시스 ","19000","-350","-1.81","446","42.60","848","22.41","1706","11.14","0","0.00"
"101400","엔시트론 ","1325","5","0.38",,,,,"539","2.46","0","0.00"
"036570","엔씨소프트 ","432500","8000","1.88","28504","15.17","31925","13.55","143098","3.02","8550","1.98"
"217820","엔에스 ","9180","-100","-1.08","382","24.03",,,"3784","2.43","0","0.00"
"138250","엔에스쇼핑 ","14000","0","0.00","194","72.16",,,"12397","1.13","150","1.07"
"031860","엔에스엔 ","1415","-30","-2.08",,,,,"977","1.45","0","0.00"
"365590","엔에이치스팩18호 ","2100","-10","-0.47",,,,,,,"0","0.00"
"380440","엔에이치스팩19호 ","2075","-5","-0.24",,,,,,,"0","0.00"
"391060","엔에이치스팩20호 ","2075","0","0.00",,,,,,,"0","0.00"
"391710","엔에이치스팩21호 ","2305","0","0.00",,,,,,,"0","0.00"
"396770","엔에이치스팩22호 ","2100","-15","-0.71",,,,,,,"0","0.00"
"265740","엔에프씨 ","12500","-250","-1.96","112","111.61",,,"5496","2.27","100","0.80"
"354200","엔젠바이오 ","11400","-250","-2.15",,,,,"3393","3.36","0","0.00"
"208860","엔지스테크널러지 ","2205","0","0.00",,,,,"1141","1.93","0","0.00"
"183490","엔지켐생명과학 ","32250","50","0.16",,,,,"8076","3.99","0","0.00"
"085310","엔케이 ","981","-10","-1.01",,,,,"1118","0.88","0","0.00"
"182400","엔케이맥스 ","15950","-50","-0.31",,,,,"3452","4.62","0","0.00"
"348370","엔켐 ","87500","800","0.92","59","1483.05","3507","24.95","9337","9.37","0","0.00"
"069410","엔텔스 ","7930","50","0.63","740","10.72",,,"4793","1.65","0","0.00"
"227950","엔투텍 ","1725","-5","-0.29",,,,,"839","2.06","0","0.00"
"291230","엔피 ","8990","-80","-0.88",,,,,,,"0","0.00"
"198080","엔피디 ","2765","-15","-0.54",,,,,"3848","0.72","0","0.00"
"048830","엔피케이 ","1945","-15","-0.77",,,,,"2073","0.94","30","1.54"
"096870","엘디티 ","4190","-55","-1.30","202","20.74",,,"1682","2.49","0","0.00"
"376190","엘비루셈 ","10200","0","0.00","830","12.29",,,"5577","1.83","0","0.00"
"061970","엘비세미콘 ","10550","-150","-1.40","618","17.07","1225","8.61","3977","2.65","50","0.47"
"138690","엘아이에스 ","2370","-80","-3.27","156","15.19",,,"2801","0.85","0","0.00"
"290650","엘앤씨바이오 ","32550","-150","-0.46","494","65.89",,,"2642","12.32","50","0.15"
"066970","엘앤에프 ","195300","-3300","-1.66",,,"3546","55.08","6665","29.30","50","0.03"
"156100","엘앤케이바이오 ","8970","-110","-1.21",,,,,"2199","4.08","0","0.00"
"073110","엘엠에스 ","8680","-10","-0.12",,,,,"11260","0.77","200","2.30"
"083310","엘오티베큠 ","13900","0","0.00","253","54.94","1397","9.95","9666","1.44","50","0.36"
"037950","엘컴텍 ","1485","-15","-1.00",,,,,"710","2.09","0","0.00"
"170920","엘티씨 ","11050","0","0.00",,,,,"10876","1.02","100","0.90"
"058630","엠게임 ","9530","100","1.06","354","26.92",,,"2374","4.01","0","0.00"
"058970","엠로 ","16700","-300","-1.76","487","34.29","923","18.10","1298","12.87","0","0.00"
"019590","엠벤처투자 ","1320","-25","-1.86",,,,,"501","2.63","0","0.00"
"169330","엠브레인 ","4980","-60","-1.19","273","18.24","337","14.76","1435","3.47","280","5.62"
"097520","엠씨넥스 ","43000","-300","-0.69","2180","19.72","4223","10.18","14159","3.04","500","1.16"
"179290","엠아이텍 ","6590","-10","-0.15","217","30.37","476","13.84","1777","3.71","60","0.91"
"009780","엠에스씨 ","6260","-40","-0.63","508","12.32",,,"5724","1.09","60","0.96"
"123040","엠에스오토텍 ","5400","20","0.37",,,,,"1372","3.94","50","0.93"
"323230","엠에프엠코리아 ","1325","-15","-1.12",,,"91","14.59","1294","1.02","0","0.00"
"033160","엠케이전자 ","14700","-250","-1.67","1325","11.09",,,"16151","0.91","140","0.95"
"347890","엠투아이 ","8880","-120","-1.33","631","14.07","850","10.45","3553","2.50","500","5.63"
"033310","엠투엔 ","5530","0","0.00",,,,,"2196","2.52","0","0.00"
"259630","엠플러스 ","23200","-550","-2.32","556","41.73",,,"5221","4.44","100","0.43"
"065150","엠피대산 ","807","-4","-0.49",,,,,"218","3.70","0","0.00"
"115960","연우 ","22550","0","0.00","917","24.59","2132","10.58","17635","1.28","190","0.84"
"090740","연이비앤티 ","2105","0","0.00",,,,,"471","4.47","0","0.00"
"060850","영림원소프트랩 ","9820","-50","-0.51","686","14.31",,,"4149","2.37","80","0.81"
"014440","영보화학 ","3925","-85","-2.12","146","26.88",,,"7376","0.53","75","1.91"
"007530","영신금속 ","3075","-20","-0.65",,,,,"2031","1.51","0","0.00"
"143540","영우디에스피 ","1950","15","0.78","215","9.07",,,"1154","1.69","0","0.00"
"111770","영원무역 ","39800","-400","-1.00","3366","11.82","6099","6.53","41408","0.96","500","1.26"
"009970","영원무역홀딩스 ","45500","100","0.22","9036","5.04",,,"100526","0.45","1200","2.64"
"003520","영진약품 ","5070","95","1.91",,,,,"626","8.10","0","0.00"
"000670","영풍 ","651000","-4000","-0.61","77108","8.44","121944","5.34","1803019","0.36","10000","1.54"
"036560","영풍정밀 ","9160","-10","-0.11","847","10.81",,,"17868","0.51","350","3.82"
"006740","영풍제지 ","10450","50","0.48","483","21.64",,,"5692","1.84","40","0.38"
"012280","영화금속 ","1325","-20","-1.49",,,,,"1380","0.96","15","1.13"
"265560","영화테크 ","17900","300","1.70","42","426.19",,,"4679","3.83","50","0.28"
"012160","영흥 ","924","-12","-1.28",,,,,"1582","0.58","20","2.16"
"036000","예림당 ","1740","-25","-1.42",,,,,"5564","0.31","0","0.00"
"250930","예선테크 ","1850","-20","-1.07","51","36.27",,,"1116","1.66","30","1.62"
"053280","예스24 ","7680","-30","-0.39","6","1280.00",,,"6639","1.16","200","2.60"
"015360","예스코홀딩스 ","35500","-100","-0.28",,,,,"79284","0.45","2000","5.63"
"122640","예스티 ","10750","-150","-1.38","21","511.90",,,"4274","2.52","0","0.00"
"045060","오공 ","4005","15","0.38","458","8.74",,,"5096","0.79","60","1.50"
"080520","오디텍 ","7150","-80","-1.11","501","14.27",,,"10316","0.69","100","1.40"
"007310","오뚜기 ","430500","0","0.00","31296","13.76","36173","11.90","381649","1.13","8000","1.86"
"039830","오로라 ","10350","0","0.00","781","13.25",,,"10226","1.01","100","0.97"
"322310","오로스테크놀로지 ","20850","-150","-0.71","154","135.39","531","39.25","2740","7.61","0","0.00"
"046120","오르비텍 ","6900","-140","-1.99",,,,,"1977","3.49","0","0.00"
"014940","오리엔탈정공 ","3545","-60","-1.66","644","5.50",,,"1320","2.69","0","0.00"
"002630","오리엔트바이오 ","997","-18","-1.77",,,,,"418","2.39","0","0.00"
"065500","오리엔트정공 ","1875","-85","-4.34",,,,,"1204","1.56","0","0.00"
"271560","오리온 ","84700","-2000","-2.31","6769","12.51","7711","10.98","46286","1.83","750","0.89"
"001800","오리온홀딩스 ","13700","-100","-0.72","1289","10.63",,,"31390","0.44","650","4.74"
"010470","오리콤 ","6060","-60","-0.98","68","89.12",,,"6929","0.87","220","3.63"
"352910","오비고 ","14600","200","1.39",,,,,"25","584.00","0","0.00"
"053980","오상자이엘 ","6970","-30","-0.43","1307","5.33",,,"3501","1.99","0","0.00"
"052420","오성첨단소재 ","2290","-35","-1.51","163","14.05",,,"2870","0.80","0","0.00"
"241790","오션브릿지 ","14450","-150","-1.03","1440","10.03",,,"7608","1.90","320","2.21"
"039200","오스코텍 ","28950","50","0.17",,,,,"1750","16.54","0","0.00"
"226400","오스테오닉 ","3095","-15","-0.48",,,,,"1860","1.66","0","0.00"
"031510","오스템 ","1985","-20","-1.00","88","22.56",,,"4145","0.48","30","1.51"
"048260","오스템임플란트 ","142700","0","0.00","7865","18.14",,,"13417","10.64","630","0.44"
"138080","오이솔루션 ","27000","-150","-0.55","1164","23.20","1442","18.72","13835","1.95","300","1.11"
"080580","오킨스전자 ","19650","-150","-0.76","28","701.79",,,"1725","11.39","0","0.00"
"067170","오텍 ","9980","-10","-0.10","287","34.77",,,"9511","1.05","130","1.30"
"353590","오토앤 ","13750","1200","9.56","488","28.18",,,"477","28.83","0","0.00"
"173130","오파스넷 ","3710","-40","-1.07","513","7.23",,,"1907","1.95","0","0.00"
"049480","오픈베이스 ","3075","-25","-0.81","79","38.92",,,"2087","1.47","15","0.49"
"309930","오하임아이엔티 ","3540","-50","-1.39","11","321.82",,,"1053","3.36","0","0.00"
"244460","올리패스 ","7610","-80","-1.04",,,,,"1531","4.97","0","0.00"
"226950","올릭스 ","27150","-250","-0.91",,,,,"3344","8.12","0","0.00"
"057540","옴니시스템 ","2060","-55","-2.60",,,,,"2116","0.97","0","0.00"
"082210","옵트론텍 ","6980","30","0.43",,,,,"3922","1.78","0","0.00"
"109080","옵티시스 ","15450","-250","-1.59","313","49.36",,,"6952","2.22","50","0.32"
"153710","옵티팜 ","10450","150","1.46",,,,,"2334","4.48","0","0.00"
"321820","와이더플래닛 ","13200","-300","-2.22",,,,,,,"0","0.00"
"122990","와이솔 ","10500","-50","-0.47","117","89.74","907","11.58","11971","0.88","250","2.38"
"232140","와이아이케이 ","5230","-60","-1.13","262","19.96",,,"2532","2.07","0","0.00"
"065530","와이어블 ","2640","-25","-0.94","65","40.62",,,"1342","1.97","50","1.89"
"067900","와이엔텍 ","12950","100","0.78","1203","10.76","1554","8.34","8637","1.50","0","0.00"
"155650","와이엠씨 ","6380","-70","-1.09","400","15.95",,,"4268","1.49","150","2.35"
"273640","와이엠텍 ","32550","-450","-1.36","814","39.99","1705","19.09","5361","6.07","0","0.00"
"251370","와이엠티 ","19050","-150","-0.78","949","20.07",,,"6639","2.87","0","0.00"
"066430","와이오엠 ","2745","-85","-3.00","155","17.71",,,"1119","2.45","0","0.00"
"193250","와이제이엠게임즈 ","2580","15","0.58",,,,,"1161","2.22","0","0.00"
"273060","와이즈버즈 ","1665","-25","-1.48",,,,,"766","2.17","0","0.00"
"019210","와이지-원 ","9350","-330","-3.41",,,,,"8573","1.09","100","1.07"
"122870","와이지엔터테인먼트 ","64700","-900","-1.37","519","124.66","2390","27.07","19082","3.39","0","0.00"
"011690","와이투솔루션 ","2440","0","0.00",,,,,"1090","2.24","0","0.00"
"332570","와이팜 ","7030","130","1.88","199","35.33",,,"2609","2.69","100","1.42"
"079000","와토스코리아 ","5930","-40","-0.67","202","29.36",,,"10283","0.58","200","3.37"
"070960","용평리조트 ","4840","-55","-1.12",,,,,"7848","0.62","0","0.00"
"316140","우리금융지주 ","13350","-100","-0.74","1742","7.66","3820","3.49","31918","0.42","360","2.70"
"032820","우리기술 ","2115","25","1.20",,,,,"404","5.24","0","0.00"
"041190","우리기술투자 ","8360","10","0.12","372","22.47",,,"1340","6.24","0","0.00"
"115440","우리넷 ","9050","-140","-1.52",,,,,"6539","1.38","0","0.00"
"118000","우리들휴브레인 ","1300","-25","-1.89","239","5.44",,,"1262","1.03","0","0.00"
"046970","우리로 ","1910","0","0.00",,,,,"806","2.37","0","0.00"
"082850","우리바이오 ","3360","-15","-0.44","386","8.70",,,"2474","1.36","0","0.00"
"215360","우리산업 ","17350","-50","-0.29","574","30.23",,,"12890","1.35","120","0.69"
"072470","우리산업홀딩스 ","4675","-125","-2.60","106","44.10",,,"6889","0.68","30","0.64"
"073560","우리손에프앤지 ","2120","-40","-1.85","315","6.73",,,"2951","0.72","25","1.18"
"153490","우리이앤엘 ","1565","-25","-1.57",,,,,"1204","1.30","0","0.00"
"037400","우리조명 ","2675","-50","-1.83","256","10.45",,,"3133","0.85","0","0.00"
"010050","우리종금 ","846","-8","-0.94","89","9.51","108","7.86","605","1.40","10","1.18"
"101170","우림피티에스 ","4800","5","0.10",,,,,"5865","0.82","50","1.04"
"006980","우성 ","27700","-600","-2.12","2240","12.37",,,"57410","0.48","150","0.54"
"066590","우수AMS ","3930","10","0.26",,,,,"2436","1.61","0","0.00"
"017370","우신시스템 ","3135","-60","-1.88",,,,,"5632","0.56","0","0.00"
"103840","우양 ","5320","-70","-1.30","316","16.84",,,"2640","2.02","0","0.00"
"046940","우원개발 ","4305","-15","-0.35","929","4.63",,,"5591","0.77","0","0.00"
"215380","우정바이오 ","5130","-50","-0.97",,,,,"2199","2.33","0","0.00"
"065680","우주일렉트로 ","25650","-250","-0.97","1546","16.59",,,"19911","1.29","350","1.36"
"105840","우진 ","9870","80","0.82","1719","5.74",,,"7381","1.34","100","1.01"
"018620","우진비앤지 ","1925","-35","-1.79",,,,,"1082","1.78","0","0.00"
"010400","우진아이엔에스 ","6740","-50","-0.74","247","27.29",,,"13308","0.51","250","3.71"
"049800","우진플라임 ","4435","-90","-1.99","389","11.40",,,"3039","1.46","100","2.25"
"016880","웅진 ","1720","-25","-1.43",,,,,"489","3.52","0","0.00"
"095720","웅진씽크빅 ","2885","-10","-0.35","8","360.63","253","11.39","3213","0.90","110","3.81"
"005820","원림 ","20900","-800","-3.69","7819","2.67",,,"45998","0.45","500","2.39"
"307280","원바이오젠 ","1750","-35","-1.96",,,,,"1803","0.97","0","0.00"
"053080","원방테크 ","11700","0","0.00","1141","10.25",,,"10526","1.11","930","7.95"
"032940","원익 ","4385","-15","-0.34","4368","1.00",,,"10289","0.43","0","0.00"
"240810","원익IPS ","35900","-300","-0.83","2027","17.71","3575","10.04","13508","2.66","200","0.56"
"074600","원익QnC ","25050","-600","-2.34","982","25.51","3024","8.28","9070","2.76","0","0.00"
"104830","원익머트리얼즈 ","34200","-950","-2.70","2628","13.01","3643","9.39","26857","1.27","200","0.58"
"014190","원익큐브 ","2870","-45","-1.54","87","32.99",,,"2370","1.21","0","0.00"
"131390","원익피앤이 ","29550","-600","-1.99","1262","23.42",,,"7095","4.16","0","0.00"
"030530","원익홀딩스 ","4460","-40","-0.89","1051","4.24",,,"11095","0.40","0","0.00"
"012620","원일특강 ","13850","250","1.84","330","41.97",,,"26940","0.51","120","0.87"
"382840","원준 ","94600","-300","-0.32","1103","85.77","8309","11.39","6370","14.85","0","0.00"
"376980","원티드랩 ","32000","450","1.43",,,"1124","28.46",,,"0","0.00"
"008370","원풍 ","4800","-50","-1.03","325","14.77",,,"6218","0.77","160","3.33"
"008290","원풍물산 ","779","1","0.13",,,,,"825","0.94","0","0.00"
"101160","월덱스 ","23150","-300","-1.28","1321","17.52","2857","8.10","6600","3.51","70","0.30"
"095270","웨이브일렉트로 ","5900","10","0.17",,,,,"710","8.31","0","0.00"
"010600","웰바이오텍 ","1560","-20","-1.27",,,,,"419","3.72","0","0.00"
"065950","웰크론 ","4015","-45","-1.11","394","10.19",,,"2599","1.54","0","0.00"
"076080","웰크론한텍 ","3550","5","0.14","30","118.33",,,"3234","1.10","0","0.00"
"196700","웹스 ","3870","-235","-5.72",,,,,"2681","1.44","0","0.00"
"069080","웹젠 ","23000","100","0.44","2802","8.21","2237","10.28","12300","1.87","0","0.00"
"053580","웹케시 ","23550","-300","-1.26","1334","17.65","1491","15.80","5023","4.69","250","1.06"
"071460","위니아딤채 ","4095","-85","-2.03","348","11.77",,,"2186","1.87","0","0.00"
"044340","위닉스 ","18150","-250","-1.36","2596","6.99",,,"10504","1.73","500","2.75"
"330350","위더스제약 ","10050","270","2.76","141","71.28",,,"5829","1.72","48","0.48"
"348350","위드텍 ","18200","-150","-0.82","1011","18.00",,,"8679","2.10","0","0.00"
"112040","위메이드 ","100700","900","0.90",,,"3456","29.13","7541","13.35","600","0.60"
"101730","위메이드맥스 ","25150","100","0.40",,,,,"1501","16.76","0","0.00"
"065370","위세아이텍 ","12900","-200","-1.53","549","23.50",,,"3782","3.41","150","1.16"
"038620","위즈코프 ","1475","-50","-3.28","51","28.92",,,"737","2.00","20","1.36"
"299900","위지윅스튜디오 ","36850","-1450","-3.79",,,"351","104.98","1890","19.50","0","0.00"
"036090","위지트 ","1280","5","0.39","93","13.76",,,"1006","1.27","0","0.00"
"136540","윈스 ","15450","-150","-0.96","1663","9.29","1606","9.62","10420","1.48","400","2.59"
"320000","윈텍 ","2810","-35","-1.23",,,,,"1104","2.55","0","0.00"
"097800","윈팩 ","1750","-5","-0.28","137","12.77",,,"1357","1.29","0","0.00"
"192390","윈하이텍 ","3235","-95","-2.85","83","38.98",,,"4949","0.65","0","0.00"
